구분,기관명,지점명,본점/지점구분,상위기관_주무부처_지자체,기관유형,상세주소,대표전화,콜센터,FAX,이메일,홈페이지,기관장명
지방공공기관,재단법인 삼척관광문화재단,재단법인 삼척관광문화재단,본점,강원특별자치도 삼척시,출연기관(문화),강원특별자치도 삼척시 새천년도로 10,033-573-1500,-,-,-,-,-
지방공공기관,(재)삼척향토장학재단,(재)삼척향토장학재단,본점,강원특별자치도 삼척시,출연기관(장학),강원도 삼척시 중앙로 296(교동),033-570-4438,-,-,-,http://sclsf.or.kr,박상수
지방공공기관,삼척시도계장학재단,삼척시도계장학재단,본점,강원특별자치도 삼척시,출연기관(장학),강원도 삼척시 도계읍 도계로 308,033-570-4704,-,-,-,http://sclsf.or.kr/dogye,김양호
지방공공기관,원덕읍향토장학회,원덕읍향토장학회,본점,강원특별자치도 삼척시,출연기관(장학),강원도 삼척시 원덕읍 삼척로 440,033-572-6011,-,-,-,-,박상수
지방공공기관,홍천문화재단,홍천문화재단,본점,강원특별자치도 홍천군,출연기관(문화),강원도 홍천군 홍천읍 설악로 1792,033-439-5822,-,-,-,https://www.hccf.or.kr/Home/index,전명준
지방공공기관,홍천메디칼허브연구소,홍천메디칼허브연구소,본점,강원특별자치도 홍천군,출연기관(연구원),강원도 홍천군 홍천읍 생명과학관길 84,033-439-3211,-,-,-,http://www.himh.re.kr,신영재 이사장
지방공공기관,재단법인 횡성문화관광재단,재단법인 횡성문화관광재단,본점,강원특별자치도 횡성군,출연기관(문화),강원도 횡성군 횡성읍 문예로 41,데이터 없음,-,-,-,https://www.hscf.or.kr,채용식
지방공공기관,횡성인재육성장학회,횡성인재육성장학회,본점,강원특별자치도 횡성군,출연기관(장학),강원특별자치도 횡성군 횡성읍 문예로 75(횡성군립도서관 3층),033-344-1163,-,-,-,www.hssf.or.kr,조창진
지방공공기관,(주)영월에너지스테이션,(주)영월에너지스테이션,본점,강원특별자치도 영월군,출자기관(에너지·환경),강원도 영월군 남면 나뱅이길 62,033-372-8921,-,-,-,홈페이지 없음,이은주
지방공공기관,영월문화재단,영월문화재단,본점,강원특별자치도 영월군,출연기관(문화),강원도 영월군 영월읍 단종로 24,데이터 없음,-,-,-,www.ywcf.or.kr,최명서
지방공공기관,영월장학회,영월장학회,본점,강원특별자치도 영월군,출연기관(장학),강원특별자치도 영월군 영월읍 하송로 64,033-370-2961,-,-,-,https://www.yw.go.kr/www/contents.do?key=411,최명서
지방공공기관,재단법인 영월산업진흥원,재단법인 영월산업진흥원,본점,강원특별자치도 영월군,출연기관(지식정보산업),강원특별자치도 영월군 영월읍 팔괴 1 농공단지길 21-28 영월산업진흥원,033-375-5260,-,-,-,http://yipa.or.kr/,엄광열
지방공공기관,재단법인 평창푸드통합지원센터,재단법인 평창푸드통합지원센터,본점,강원특별자치도 평창군,출연기관(농식품),강원도 평창군 평창읍 경강로 2220,033-332-0714,-,-,-,https://www.pcfood.kr/,김엉균
지방공공기관,평창관광문화재단,평창관광문화재단,본점,강원특별자치도 평창군,출연기관(문화),강원특별자치도 평창군 평창읍 군청길 77,데이터 없음,-,-,-,-,-
지방공공기관,평창문화도시재단,평창문화도시재단,본점,강원특별자치도 평창군,출연기관(문화),-,-,-,-,-,http://www.artpc.co.kr/main/main.html,김도영
지방공공기관,평창장학회,평창장학회,본점,강원특별자치도 평창군,출연기관(장학),강원도 평창군 평창읍 군청길 77,033-330-2242,-,-,-,http://www.pc.go.kr/portal,심재국
지방공공기관,재단법인 평창유산재단,재단법인 평창유산재단,본점,강원특별자치도 평창군,출연기관(기타),강원도 평창군 평창읍 종부로 69-27 재단법인 평창유산재단,033-333-7241,-,-,-,http://pchf.or.kr/,심재국
지방공공기관,정선아리랑문화재단,정선아리랑문화재단,본점,강원특별자치도 정선군,출연기관(문화),강원도 정선군 정선읍 애산로 51,033-560-3011,-,-,-,http://www.jacf.or.kr/,최종수
지방공공기관,정선장학회,정선장학회,본점,강원특별자치도 정선군,출연기관(장학),강원도 정선군 정선읍 봉양3길 21,033-560-2185,-,-,-,https://www.jeongseon.go.kr/portal/partinfo/edu_employment/schoolarship,최승준
지방공공기관,재단법인 정선군상권활성화재단,재단법인 정선군상권활성화재단,본점,강원특별자치도 정선군,출연기관(기타),강원도 정선군 정선읍 5일장길 62(4층),데이터 없음,-,-,-,http://www.jmrf.or.kr,최승준
지방공공기관,재단법인 정선의료재단,재단법인 정선의료재단,본점,강원특별자치도 정선군,출연기관(기타),강원도 정선군 사북읍 지장천로 727,033-592-3212,-,-,-,http://www.jeongseonmc.com/,강선구
지방공공기관,재단법인 철원문화재단,재단법인 철원문화재단,본점,강원특별자치도 철원군,출연기관(문화),강원도 철원군 서면 약수로 3,033-452-9923,-,-,-,www.gcwcf.or.kr,-
지방공공기관,철원플라즈마산업기술연구원,철원플라즈마산업기술연구원,본점,강원특별자치도 철원군,출연기관(연구원),강원특별자치도 철원군 갈말읍 호국로 4620,033-452-9709,-,-,-,www.cpri.re.kr,이현종
지방공공기관,철원장학회,철원장학회,본점,강원특별자치도 철원군,출연기관(장학),강원도 철원군 갈말읍 삼부연로 51,데이터 없음,-,-,-,cws.or.kr,이현종
지방공공기관,나라,나라,본점,강원특별자치도 화천군,출연기관(문화),강원도 화천군 화천읍 산천어길 137,033-441-7575,-,-,-,www.narafestival.com,최문순
지방공공기관,화천군인재육성재단,화천군인재육성재단,본점,강원특별자치도 화천군,출연기관(장학),강원도 화천군 화천읍 화천새싹길 45,데이터 없음,-,-,-,www.hclib.or.kr,최문순
지방공공기관,재단법인 화천군청정산업진흥재단,재단법인 화천군청정산업진흥재단,본점,강원특별자치도 화천군,출연기관(기타),강원도 화천군 하남면 공단길 60,데이터 없음,-,-,-,-,화천군 부군수
지방공공기관,재단법인 화천한옥학교,재단법인 화천한옥학교,본점,강원특별자치도 화천군,출연기관(기타),강원도 화천군 간동면 모현동로 182-35,데이터 없음,-,-,-,www.hanokschool.co.kr,-
지방공공기관,재단법인 양구군스포츠재단,재단법인 양구군스포츠재단,본점,강원특별자치도 양구군,출연기관(문화),강원특별자치도 양구군 양구읍 파로호로 992-6(스포츠 전시관),데이터 없음,-,-,-,https://ygsf.or.kr/,(재)양구군스포츠재단 이사장 서흥원
지방공공기관,재단법인 양구문화재단,재단법인 양구문화재단,본점,강원특별자치도 양구군,출연기관(문화),"강원도 양구군 양구읍 비봉로73번길 52-1, 1층(양구문예회관)",033-482-9612,-,-,-,http://www.ygcf.or.kr/,조인묵
지방공공기관,(주)아름다운인제관광,(주)아름다운인제관광,본점,강원특별자치도 인제군,출자기관(관광),강원도 인제군 인제읍 설악로 2254,033-462-5217,-,-,-,www.injejump.co.kr,윤영희
지방공공기관,인제군문화재단,인제군문화재단,본점,강원특별자치도 인제군,출연기관(문화),강원도 인제군 인제읍 비봉로44번길 100,033-460-8900,-,-,-,www.injeart.or.kr,최상기
지방공공기관,재단법인 고성문화재단,재단법인 고성문화재단,본점,강원특별자치도 고성군,출연기관(문화),"강원도 고성군 간성읍 수성로 3, 달홀문화센터",033-681-0105,-,-,-,https://goseongcf.or.kr,함명준
지방공공기관,고성향토장학회,고성향토장학회,본점,강원특별자치도 고성군,출연기관(장학),강원도 고성군 고성중앙길 9,033-680-3446,-,-,-,https://gwgs.go.kr/,함명준
지방공공기관,재단법인 해양심층수산업 고성진흥원,재단법인 해양심층수산업 고성진흥원,본점,강원특별자치도 고성군,출연기관(기타),강원도 고성군 죽왕면 송지호로 42,033-635-2986,-,-,-,gdif.or.kr,김일섭
지방공공기관,재단법인 양양문화재단,재단법인 양양문화재단,본점,강원특별자치도 양양군,출연기관(문화),강원 양양군 양양읍 남문10길 9,033-671-7801,-,-,-,http://www.yycf.or.kr/contents/main.html,김진하
지방공공기관,양양군인재육성장학회,양양군인재육성장학회,본점,강원특별자치도 양양군,출연기관(장학),강원도 양양군 양양읍 군청길 1,033-670-2767,-,-,-,www.yysc.or.kr,김진하
지방공공기관,(재)강원교육복지재단,(재)강원교육복지재단,본점,강원특별자치도 교육청 강원특별자치도 교육청,출연기관(복지자원봉사),-,-,-,-,-,www.gewf.or.kr,-
지방공공기관,충북문화재단,충북문화재단,본점,충청북도 충청북도,출연기관(문화),"충청북도 청주시 청원구 향군로 94번길 7, 충북문화예술인회관 4층",043-222-5314,-,-,-,www.cbfc.or.kr,이시종
지방공공기관,충북신용보증재단,충북신용보증재단,본점,충청북도 충청북도,출연기관(신용보증),"충청북도 청주시 흥덕구 풍산로 50, 5층 (가경동, 충청북도중소기업종합지원센터)",043-249-5700,-,-,-,https://www.cbsinbo.or.kr,허은영
지방공공기관,충북여성재단,충북여성재단,본점,충청북도 충청북도,출연기관(여성·청소년),충청북도 청주시 상당구 목련로 27(지북동),데이터 없음,-,-,-,http://www.cbwf.re.kr,-
지방공공기관,재단법인 오송바이오진흥재단,재단법인 오송바이오진흥재단,본점,충청북도 충청북도,출연기관(연구원),"28515 충청북도 청주시 상당구 상당로 82(충북도청, 별관 3층)",043-220-4518,-,-,-,-,-
지방공공기관,충북연구원,충북연구원,본점,충청북도 충청북도,출연기관(연구원),충청북도 청주시 상당구 대성로 102-1(문화동),043-220-1177,-,-,-,www.cri.re.kr,정초시
지방공공기관,충청북도문화재연구원,충청북도문화재연구원,본점,충청북도 충청북도,출연기관(연구원),충청북도 청주시 청원구 밀레니엄4로 16,043-279-5400,-,-,-,https://www.chungbuk.re.kr:6038/,김영환
지방공공기관,충청북도 청주의료원,충청북도 청주의료원,본점,충청북도 충청북도,출연기관(의료원),충북 청주시 서원구 흥덕로 48,043-279-0114,-,-,-,https://www.cjmc.or.kr,김영규
지방공공기관,충청북도 충주의료원,충청북도 충주의료원,본점,충청북도 충청북도,출연기관(의료원),충청북도 충주시 안림로 239-50,043-871-0114,-,-,-,-,김종수
지방공공기관,재단법인 충북인재평생교육진흥원,재단법인 충북인재평생교육진흥원,본점,충청북도 충청북도,출연기관(장학),충청북도 청주시 상당구 가덕면 은행상야로 425 도민교육관 1층,043-224-0221,-,-,-,www.cbitle.or.kr,윤석규
지방공공기관,충북학사,충북학사,본점,충청북도 충청북도,출연기관(장학),충북 청주시 상당구 목련로 61-7(방서동),02-579-8655,-,-,-,www.cbhs.kr,윤홍창
지방공공기관,충청북도기업진흥원,충청북도기업진흥원,본점,충청북도 충청북도,출연기관(중소기업진흥),충북 청주시 흥덕구 풍산로 50,043-230-9700,-,-,-,www.cba.ne.kr,허경재
지방공공기관,재단법인 충북과학기술혁신원,재단법인 충북과학기술혁신원,본점,충청북도 충청북도,출연기관(지식정보산업),충청북도 청주시 청원구 오창읍 각리 1길 7,043-210-0800,-,-,-,http://www.cbist.or.kr,고근석
지방공공기관,충북테크노파크,충북테크노파크,본점,충청북도 충청북도,출연기관(테크노파크),충북 청주시 청원구 오창읍 연구단지로 40,데이터 없음,-,-,-,http://www.cbtp.or.kr,오원근
지방공공기관,(주)청주테크노폴리스,(주)청주테크노폴리스,본점,충청북도 청주시,출자기관(건설·투자),"청주시 흥덕구 직지대로 240번길 27, 2동 201호",043-271-9390,-,-,-,-,박봉규
지방공공기관,주식회사 서오창테크노밸리,주식회사 서오창테크노밸리,본점,충청북도 청주시,출자기관(건설·투자),"충청북도 청주시 흥덕구 강서로 107, 1104호(강서동)",02-729-5844,-,-,-,www.wotv21.co.kr,안태건
지방공공기관,청주시문화산업진흥재단,청주시문화산업진흥재단,본점,충청북도 청주시,출연기관(문화),충청북도 청주시 청원구 상당로 314,043-219-1006,-,-,-,http://cjculture.org/,변광섭
지방공공기관,청주복지재단,청주복지재단,본점,충청북도 청주시,출연기관(복지자원봉사),충북 청주시 서원구 무심서로333,043-222-3811,-,-,-,www.cjwf.net,이범석
지방공공기관,청주시정연구원,청주시정연구원,본점,충청북도 청주시,출연기관(연구원),충청북도 청주시 흥덕구 가경동 1078,043-201-1294,-,-,-,-,-
지방공공기관,충주드림파크개발 주식회사,충주드림파크개발 주식회사,본점,충청북도 충주시,출자기관(건설·투자),충북 충주시 중앙탑면 감노로 2104,043-851-5999,-,-,-,http://www.cjdp.co.kr/,-
지방공공기관,재단법인 충주문화관광재단,재단법인 충주문화관광재단,본점,충청북도 충주시,출연기관(문화),충주시 중앙로 128,043-850-7982,-,-,-,http://www.cjcf.or.kr,백인욱
지방공공기관,충주시장학회,충주시장학회,본점,충청북도 충주시,출연기관(장학),충주시 으뜸로21 충주시청 10층,데이터 없음,-,-,-,https://www.cjsf.or.kr,권용만
지방공공기관,충주당뇨바이오진흥재단,충주당뇨바이오진흥재단,본점,충청북도 충주시,출연기관(지식정보산업),-,-,-,-,-,-,-
지방공공기관,재단법인 제천문화재단,재단법인 제천문화재단,본점,충청북도 제천시,출연기관(문화),"충청북도 제천시 의림대로 242(청전동, 제천영상미디어센터)",043-645-4998,-,-,-,http://www.jccf.or.kr,김상수
지방공공기관,재단법인 제천복지재단,재단법인 제천복지재단,본점,충청북도 제천시,출연기관(복지자원봉사),"충북 제천시 내토로 293, 2층",043-641-5332,-,-,-,http://www.jcwf.or.kr/,유용식
지방공공기관,제천시인재육성재단,제천시인재육성재단,본점,충청북도 제천시,출연기관(장학),"충북 제천시 의림대로 238, 제천하우스 1층",043-641-5484,-,-,-,https://www.jcbrain.kr,-
지방공공기관,제천한방바이오진흥재단,제천한방바이오진흥재단,본점,충청북도 제천시,출연기관(지식정보산업),충북 제천시 한방엑스포로 19(왕암동),043-647-1011,-,-,-,http://www.jcbio.or.kr,조정희
지방공공기관,보은군민장학회,보은군민장학회,본점,충청북도 보은군,출연기관(장학),충북 보은군 보은읍 군청길 38,043-544-2314,-,-,-,https://www.boeun.go.kr/www/contents.do?key=1023,최재형
지방공공기관,옥천군장학회,옥천군장학회,본점,충청북도 옥천군,출연기관(장학),충북 옥천군 옥천읍 중앙로 99,043-730-3602,-,-,-,www.ocjh.oc.go.kr,황규철
지방공공기관,영동축제관광재단,영동축제관광재단,본점,충청북도 영동군,출연기관(문화),"충북 영동군 영동읍 영동황간로 122, 2층",데이터 없음,-,-,-,https://yd21.go.kr/ydft/,박세복
지방공공기관,영동군민장학회,영동군민장학회,본점,충청북도 영동군,출연기관(장학),충북 영동군 영동읍 동정로 1,043-740-3774,-,-,-,https://ydjh.yd21.go.kr/,정영철
지방공공기관,증평이산업단지개발(주),증평이산업단지개발(주),본점,충청북도 증평군,출자기관(건설·투자),-,-,-,-,-,-,-
지방공공기관,증평복지재단,증평복지재단,본점,충청북도 증평군,출연기관(복지자원봉사),충북 증평군 증평읍 보건복지로 64-2,043-835-4273,-,-,-,http://www.jpwelfare.or.kr/,신연택
지방공공기관,증평군민장학회,증평군민장학회,본점,충청북도 증평군,출연기관(장학),충청북도 증평군 증평읍 광장로 88,043-835-4622,-,-,-,https://www.jp.go.kr/janghak.do,홍성열
지방공공기관,송두산업단지개발(주),송두산업단지개발(주),본점,충청북도 진천군,출자기관(건설·투자),-,-,-,-,-,홈페이지 없음,-
지방공공기관,진천테크노폴리스개발 주식회사,진천테크노폴리스개발 주식회사,본점,충청북도 진천군,출자기관(기타),"충청북도 진천군 진천읍 문화로 19, 3층 (장미웨딩홀)",데이터 없음,-,-,-,http://www.jctp.co.kr/,최성욱
지방공공기관,진천군장학회,진천군장학회,본점,충청북도 진천군,출연기관(장학),충청북도 진천군 진천읍 포석길 37-10,데이터 없음,-,-,-,https://www.jincheon.go.kr/jcjh/main.do,송기섭
지방공공기관,괴산대제산업단지(주),괴산대제산업단지(주),본점,충청북도 괴산군,출자기관(건설·투자),-,-,-,-,-,홈페이지 없음,민병구
지방공공기관,(재)괴산군문화예술체육진흥재단,(재)괴산군문화예술체육진흥재단,본점,충청북도 괴산군,출연기관(문화),충청북도 괴산군 괴산읍 임꺽정로 90,데이터 없음,-,-,-,-,이차영
지방공공기관,괴산군민장학회,괴산군민장학회,본점,충청북도 괴산군,출연기관(장학),충북 괴산군 괴산읍 임꺽정로 90,043-830-3125,-,-,-,https://www.goesan.go.kr/gslll/index.do,송인헌
지방공공기관,성본산업단지 주식회사,성본산업단지 주식회사,본점,충청북도 음성군,출자기관(건설·투자),충청북도 음성군 대소면 대동로 504,데이터 없음,-,-,-,http://sbon.co.kr,손달섭
지방공공기관,오선일반산업단지(주),오선일반산업단지(주),본점,충청북도 음성군,출자기관(건설·투자),-,-,-,-,-,-,신옥식
지방공공기관,음성용산일반산업단지 주식회사,음성용산일반산업단지 주식회사,본점,충청북도 음성군,출자기관(건설·투자),충북 음성군 음성읍 음성천동길156 2층,043-872-9707,-,-,-,홈페이지 없음,정태완
지방공공기관,음성장학회,음성장학회,본점,충청북도 음성군,출연기관(장학),충청북도 음성군 음성읍 중앙로 173,043-871-3153,-,-,-,https://scholarship.eunseong.go.kr/www/index.do,조병옥
지방공공기관,한국석회석신소재연구재단,한국석회석신소재연구재단,본점,충청북도 단양군,출연기관(연구원),(27003) 충청북도 단양군 매포읍 우덕길 18-1 한국석회석신소재연구소,043-422-2193,-,-,-,www.kilam.re.kr,류한우
지방공공기관,단양장학회,단양장학회,본점,충청북도 단양군,출연기관(장학),"충북 단양군 단양읍 중앙1로 10, 단양군청 후관동 2층",데이터 없음,-,-,-,https://www.danyang.go.kr/schola,류한우
지방공공기관,재단법인 충남문화관광재단,재단법인 충남문화관광재단,본점,충청남도 충청남도,출연기관(문화),충청남도 예산군 삽교읍 예학로 10-22 2층,041-630-2903,-,-,-,https://www.cacf.or.kr,서흥식
지방공공기관,재단법인 한국유교문화진흥원,재단법인 한국유교문화진흥원,본점,충청남도 충청남도,출연기관(문화),충청남도 논산시 노성면 종학길 10,041-981-9812,-,-,-,https://www.ikcc.or.kr/ko/index,정재근
지방공공기관,충남역사문화연구원,충남역사문화연구원,본점,충청남도 충청남도,출연기관(문화),충청남도 공주시 연수원길 103,041-856-8662,-,-,-,www.cihc.or.kr,김낙중
지방공공기관,충청남도 여성가족청소년사회서비스원,충청남도 여성가족청소년사회서비스원,본점,충청남도 충청남도,출연기관(복지자원봉사),"충청남도 예산군 삽교읍 예학로 10-22(전문건설회관, 5층)",데이터 없음,-,-,-,https://cn.pass.or.kr/,조경훈
지방공공기관,충남신용보증재단,충남신용보증재단,본점,충청남도 충청남도,출연기관(신용보증),"충남 홍성군 홍북읍 청사로150번길 24, 4층",041-530-3839,-,-,-,www.cnsinbo.co.kr,김두중
지방공공기관,충청남도여성정책개발원,충청남도여성정책개발원,본점,충청남도 충청남도,출연기관(여성·청소년),-,-,-,-,-,https://www.cwpdi.re.kr/,조양순
지방공공기관,충남연구원,충남연구원,본점,충청남도 충청남도,출연기관(연구원),충청남도 공주시 연수원길 73-26 (금흥동),041-840-1190,-,-,-,http://www.cni.re.kr,유동훈
지방공공기관,공주의료원,공주의료원,본점,충청남도 충청남도,출연기관(의료원),충청남도 공주시 무령로 77,041-962-1202,-,-,-,gjmc.or.kr,임수흠
지방공공기관,서산의료원,서산의료원,본점,충청남도 충청남도,출연기관(의료원),충청남도 서산시 중앙로 149,041-689-7000,-,-,-,https://seosanmc.or.kr/,김영완
지방공공기관,천안의료원,천안의료원,본점,충청남도 충청남도,출연기관(의료원),충청남도 천안시 동남구 충절로 537,041-570-7004,-,-,-,www.camc.or.kr,이경석
지방공공기관,홍성의료원,홍성의료원,본점,충청남도 충청남도,출연기관(의료원),(32232) 충청남도 홍성군 홍성읍 조양로 224,041-630-6114,-,-,-,www.hsmc.or.kr,김건식
지방공공기관,재단법인 충청남도일자리경제진흥원,재단법인 충청남도일자리경제진흥원,본점,충청남도 충청남도,출연기관(중소기업진흥),-,-,-,-,-,www.cepa.or.kr,오광옥
지방공공기관,재단법인 충남정보문화산업진흥원,재단법인 충남정보문화산업진흥원,본점,충청남도 충청남도,출연기관(지식정보산업),"충청남도 천안시 동남구 은행길 15, 6층",041-620-6400,-,-,-,http://www.ctia.kr,o 원장(기관장): 김곡미
지방공공기관,충남테크노파크,충남테크노파크,본점,충청남도 충청남도,출연기관(테크노파크),(31035) 충남 천안시 서북구 직산읍 직산로 136,041-589-0602,-,-,-,http://www.ctp.or.kr,서규석
지방공공기관,재단법인 충청남도평생교육인재육성진흥원,재단법인 충청남도평생교육인재육성진흥원,본점,충청남도 충청남도,출연기관(기타),"충청남도 홍성군 홍북읍 상하천로 58, 3,4층",041-635-9800,-,-,-,https://www.cninjae.or.kr/,한영배
지방공공기관,천안북부일반산업단지 주식회사,천안북부일반산업단지 주식회사,본점,충청남도 천안시,출자기관(건설·투자),"충남 천안시 서북구 성환읍 성환1로 226, 4층",041-581-1270,-,-,-,http://bitsandan.com/,고경석
지방공공기관,천안제6산단 주식회사,천안제6산단 주식회사,본점,충청남도 천안시,출자기관(제조·유통),충청남도 천안시 동남구 풍세면 태학산로 170,1522-4060,-,-,-,-,-
지방공공기관,천안문화재단,천안문화재단,본점,충청남도 천안시,출연기관(문화),충남 천안시 서북구 성정8길 5,041-900-0211,-,-,-,www.cfac.or.kr,박상돈
지방공공기관,천안복지재단,천안복지재단,본점,충청남도 천안시,출연기관(복지자원봉사),충남 천안시 동남구 신촌로 24 1층 바-1025호,041-903-4476,-,-,-,https://www.cawf.or.kr,이운형
지방공공기관,재단법인 천안시청소년재단,재단법인 천안시청소년재단,본점,충청남도 천안시,출연기관(여성·청소년),충청남도 천안시 서북구 불당19로 82,041-523-0924,-,-,-,www.cheonan.go.kr,박상돈
지방공공기관,천안사랑장학재단,천안사랑장학재단,본점,충청남도 천안시,출연기관(장학),천안시 서북구 번영로 156 천안시청 2층,041-521-5768,-,-,-,https://www.cheonan.go.kr/cssf.do,박상돈
지방공공기관,재단법인 천안과학산업진흥원,재단법인 천안과학산업진흥원,본점,충청남도 천안시,출연기관(지식정보산업),"충청남도 천안시 서북구 직산로 110, 3층(에스비플라자)",041-588-9157,-,-,-,www.cistep.re.kr,이병옥
지방공공기관,재단법인 천안시민프로축구단,재단법인 천안시민프로축구단,본점,충청남도 천안시,출연기관(기타),충남 천안시 서북구 축구센터로 150(성정동),041-529-5190,-,-,-,https://cheonancityfc.kr/,박상돈
지방공공기관,남공주산업단지개발 주식회사,남공주산업단지개발 주식회사,본점,충청남도 공주시,출자기관(건설·투자),충청남도 공주시 봉황로1 (공주시청),070-4470-7926,-,-,-,해당사항 없음,박희성현
지방공공기관,재단법인 공주문화관광재단,재단법인 공주문화관광재단,본점,충청남도 공주시,출연기관(문화),충청남도 공주시 고마나루길 90(웅진동),041-852-6033,-,-,-,www.gongjucf.or.kr,이준원
지방공공기관,공주시한마음장학회,공주시한마음장학회,본점,충청남도 공주시,출연기관(장학),충남 공주시 봉황로 1,041-840-2056,-,-,-,www.gjjanghak.org,최원철
지방공공기관,(주)대천리조트,(주)대천리조트,본점,충청남도 보령시,출자기관(기타),-,-,-,-,-,-,-
지방공공기관,보령축제관광재단,보령축제관광재단,본점,충청남도 보령시,출연기관(문화),충남 보령시 고잠 2길 55(신흑동 2283-1),041-930-3882,-,-,-,www.mudfestival.or.kr,김동일
지방공공기관,만세보령장학회,만세보령장학회,본점,충청남도 보령시,출연기관(장학),충남 보령시 성주산로 77(명천동),041-930-4501,-,-,-,http://www.brscholarship.com/,김동일
지방공공기관,주식회사 아산하이테크밸리,주식회사 아산하이테크밸리,본점,충청남도 아산시,출자기관(건설·투자),"충청남도 아산시 둔포면 아산밸리북로 68, 612동 B103호",041-549-7018,-,-,-,홈페이지 없음,강부용
지방공공기관,재단법인 아산시먹거리재단,재단법인 아산시먹거리재단,본점,충청남도 아산시,출연기관(농식품),충청남도 아산시 염치읍 염치로 62,데이터 없음,-,-,-,http://www.asanfood.or.kr/,박경귀
지방공공기관,아산문화재단,아산문화재단,본점,충청남도 아산시,출연기관(문화),"충청남도 아산시 아산로 79, 2층",041-540-2550,-,-,-,http://culture.asan.go.kr,박경귀
지방공공기관,재단법인 아산시청소년재단,재단법인 아산시청소년재단,본점,충청남도 아산시,출연기관(여성·청소년),"충청남도 아산시 시민로 500, 3층",041-534-5679,-,-,-,https://www.asyouth.or.kr/,심장근
지방공공기관,아산시미래장학회,아산시미래장학회,본점,충청남도 아산시,출연기관(장학),"충청남도 아산시 시민로 500(권곡동), 아산시청소년교육문화센터 3층 아산시미래장학회",041-539-6675,-,-,-,www.asanmirae.or.kr,고삼숙
지방공공기관,재단법인 헬스케어스파산업진흥원,재단법인 헬스케어스파산업진흥원,본점,충청남도 아산시,출연기관(중소기업진흥),충남 아산시 음봉면 염치산단1길 84 헬스케어스파산업진흥원,041-425-0147,-,-,-,www.hespa.or.kr,박경귀
지방공공기관,주식회사 대산그린컴플렉스,주식회사 대산그린컴플렉스,본점,충청남도 서산시,출자기관(에너지·환경),"충청남도 서산시 안견로 300, 1812호(읍내동, 코오롱레이크뷰)",데이터 없음,-,-,-,-,-
지방공공기관,재단법인 서산문화재단,재단법인 서산문화재단,본점,충청남도 서산시,출연기관(문화),충청남도 서산시 안견로 252 4층,041-660-2677,-,-,-,http://seosancf.or.kr/,이완섭
지방공공기관,서산시복지재단,서산시복지재단,본점,충청남도 서산시,출연기관(복지자원봉사),충청남도 서산시 서령로 136(동문동),041-666-7100,-,-,-,http://www.seosanwf.or.kr/,장갑순
지방공공기관,서산인재육성재단,서산인재육성재단,본점,충청남도 서산시,출연기관(장학),서산시 안견로 217,041-667-3293,-,-,-,Homepage:.sinjae.org,강춘식
지방공공기관,농업회사법인(주)동부팜,농업회사법인(주)동부팜,본점,충청남도 논산시,출자기관(제조·유통),충남 논산시 광석면 사계로 659,041-733-3635,-,-,-,www.dongbufarm.com,문상윤
지방공공기관,재단법인 논산문화관광재단,재단법인 논산문화관광재단,본점,충청남도 논산시,출연기관(문화),충남 논산시 시민로 270,041-730-2912,-,-,-,http://nonsancntf.or.kr/cntf/,백성현
지방공공기관,재단법인 논산시청소년청년재단,재단법인 논산시청소년청년재단,본점,충청남도 논산시,출연기관(여성·청소년),충청남도 논산시 논산대로424(지산동),041-730-6012,-,-,-,https://www.nsyouth.or.kr/kr/,-
지방공공기관,논산시장학회,논산시장학회,본점,충청남도 논산시,출연기관(장학),"충남 논산시 시민로210번길 9 (내동, 논산시청)",041-746-5762,-,-,-,-,백성현
지방공공기관,재단법인 계룡시문화관광재단,재단법인 계룡시문화관광재단,본점,충청남도 계룡시,출연기관(문화),충남 계룡시 장안로 46,042-840-2621,-,-,-,https://www.gcfct.org/,이응우
지방공공기관,계룡시애향장학회,계룡시애향장학회,본점,충청남도 계룡시,출연기관(장학),"충남 계룡시 장안로 46(금암동, 계룡시청)",042-840-2343,-,-,-,https://www.gyeryong.go.kr/janghak/,이응우
지방공공기관,당진문화재단,당진문화재단,본점,충청남도 당진시,출연기관(문화),충남 당진시 무수동2길 25-21 당진문예의전당,041-350-2900,-,-,-,www.dangjinart.kr,박기호
지방공공기관,당진시복지재단,당진시복지재단,본점,충청남도 당진시,출연기관(복지자원봉사),충남 당진시 시청1로 38,041-360-3004,-,-,-,http://dcwf.or.kr,왕현정
지방공공기관,당진시청소년재단,당진시청소년재단,본점,충청남도 당진시,출연기관(여성·청소년),충청남도 당진시 무수동로7길 142-26  당진청소년문화의집,041-358-4681,-,-,-,-,오성환
지방공공기관,당진장학회,당진장학회,본점,충청남도 당진시,출연기관(장학),충남 당진시 당진 중앙2로 132-30 (당진교육문화스포츠센타),041-360-6922,-,-,-,www.dangjin.go.kr/janghak.do,유영창
지방공공기관,재단법인 금산축제관광재단,재단법인 금산축제관광재단,본점,충청남도 금산군,출연기관(문화),"충남 금산군 금산읍 인삼광장로 30, 2층",데이터 없음,-,-,-,http://www.insamfestival.co.kr,박범인
지방공공기관,금산교육사랑장학재단,금산교육사랑장학재단,본점,충청남도 금산군,출연기관(장학),"충청남도 금산군 금산읍 인삼광장로 30, 1층",041-751-3256,-,-,-,www.geumsan-edu.or.kr,-
